station,time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
74410,2024-09-18 08:00:00,9.0,8.5,97.0,0.0,,79.0,5.0,,1021.0,,5.0
74410,2024-09-18 09:00:00,8.9,8.3,96.0,0.0,,0.0,0.0,,1019.1,,5.0
74410,2024-09-18 10:00:00,8.0,7.6,97.0,0.0,,68.0,5.4,,1021.0,,5.0
74410,2024-09-18 11:00:00,9.4,8.9,97.0,0.0,,0.0,0.0,,1019.5,,5.0
74410,2024-09-18 12:00:00,12.8,11.0,89.0,0.0,,0.0,0.0,,1019.4,,3.0
74410,2024-09-18 13:00:00,17.0,11.9,72.0,0.0,,57.0,5.8,,1021.0,,3.0
74410,2024-09-18 14:00:00,19.4,12.9,66.0,0.0,,0.0,0.0,,1019.2,,3.0
74410,2024-09-18 15:00:00,22.2,13.3,57.0,0.0,,80.0,5.4,,1018.6,,3.0
74410,2024-09-18 16:00:00,23.9,12.8,50.0,0.0,,60.0,9.4,,1018.1,,3.0
74410,2024-09-18 17:00:00,24.4,10.7,42.0,0.0,,60.0,7.6,,1017.6,,3.0
74410,2024-09-18 18:00:00,24.0,8.4,37.0,0.0,,100.0,7.0,,1019.0,,3.0
74410,2024-09-18 19:00:00,23.9,9.8,41.0,0.0,,110.0,9.4,,1016.7,,3.0
74410,2024-09-18 20:00:00,22.8,13.8,57.0,0.0,,130.0,7.6,,1016.5,,3.0
74410,2024-09-18 21:00:00,19.4,15.7,79.0,0.0,,0.0,0.0,,1016.8,,3.0
74410,2024-09-18 22:00:00,19.0,14.5,75.0,0.0,,109.0,4.0,,1018.0,,3.0
74410,2024-09-18 23:00:00,17.2,13.3,78.0,0.0,,0.0,0.0,,1016.2,,3.0
74410,2024-09-19 00:00:00,17.2,13.3,78.0,0.0,,0.0,0.0,,1016.0,,3.0
74410,2024-09-19 01:00:00,16.1,13.4,84.0,0.0,,0.0,0.0,,1015.7,,3.0
74410,2024-09-19 02:00:00,13.9,12.3,90.0,0.0,,0.0,0.0,,1015.1,,3.0
74410,2024-09-19 03:00:00,13.0,11.4,90.0,0.0,,66.0,6.8,,1017.0,,3.0
74410,2024-09-19 04:00:00,12.2,11.1,93.0,0.0,,0.0,0.0,,1014.7,,3.0
74410,2024-09-19 05:00:00,11.7,11.1,96.0,0.0,,0.0,0.0,,1014.3,,3.0
74410,2024-09-19 06:00:00,11.7,11.1,96.0,0.0,,0.0,0.0,,1013.8,,5.0
74410,2024-09-19 07:00:00,11.1,10.0,93.0,0.0,,0.0,0.0,,1013.4,,5.0
74410,2024-09-19 08:00:00,10.0,9.4,96.0,0.0,,51.0,8.6,,1015.0,,3.0
74410,2024-09-19 09:00:00,10.6,9.4,92.0,0.0,,0.0,0.0,,1013.6,,5.0
74410,2024-09-19 10:00:00,11.7,10.6,93.0,0.0,,0.0,0.0,,1013.7,,3.0
74410,2024-09-19 11:00:00,12.8,11.7,93.0,0.0,,0.0,0.0,,1014.0,,3.0
74410,2024-09-19 12:00:00,15.0,13.4,90.0,0.0,,57.0,9.4,,1016.0,,3.0
74410,2024-09-19 13:00:00,18.9,14.4,75.0,0.0,,0.0,0.0,,1013.2,,3.0
74410,2024-09-19 14:00:00,24.4,16.1,60.0,0.0,,0.0,0.0,,1012.5,,3.0
74410,2024-09-19 15:00:00,26.1,14.6,49.0,0.0,,20.0,16.6,,1012.0,,3.0
74410,2024-09-19 16:00:00,27.2,14.6,46.0,0.0,,50.0,18.4,,1011.5,,3.0
74410,2024-09-19 17:00:00,28.0,14.3,43.0,0.0,,50.0,17.0,,1013.0,,3.0
74410,2024-09-19 18:00:00,26.7,13.8,45.0,0.0,,40.0,9.4,,1010.7,,3.0
74410,2024-09-19 19:00:00,26.7,14.5,47.0,0.0,,60.0,13.0,,1010.5,,3.0
74410,2024-09-19 20:00:00,26.1,13.9,47.0,0.0,,50.0,9.4,,1010.4,,3.0
74410,2024-09-19 21:00:00,24.4,14.5,54.0,0.0,,20.0,5.4,,1010.8,,3.0
74410,2024-09-19 22:00:00,21.0,15.5,71.0,0.0,,43.0,7.6,,1013.0,,2.0
74410,2024-09-19 23:00:00,18.9,14.4,75.0,0.0,,0.0,0.0,,1011.1,,3.0
74410,2024-09-20 00:00:00,17.2,13.9,81.0,0.0,,60.0,9.4,,1011.6,,3.0
74410,2024-09-20 01:00:00,16.1,13.9,87.0,0.0,,0.0,0.0,,1011.5,,3.0
74410,2024-09-20 02:00:00,16.1,13.4,84.0,0.0,,0.0,0.0,,1011.2,,3.0
74410,2024-09-20 03:00:00,14.0,11.9,87.0,0.0,,68.0,11.9,,1014.0,,3.0
74410,2024-09-20 04:00:00,13.3,11.7,90.0,0.0,,0.0,0.0,,1011.1,,2.0
74410,2024-09-20 05:00:00,12.2,11.7,97.0,0.0,,0.0,0.0,,1011.4,,5.0
74410,2024-09-20 06:00:00,12.0,11.5,97.0,0.0,,60.0,9.7,,1014.0,,5.0
74410,2024-09-20 07:00:00,10.6,10.0,96.0,0.0,,280.0,5.4,,1014.0,,5.0
74410,2024-09-20 08:00:00,12.8,11.7,93.0,0.0,,0.0,0.0,,1012.4,,1.0
74410,2024-09-20 09:00:00,12.2,11.1,93.0,0.0,,0.0,0.0,,1012.8,,3.0
74410,2024-09-20 10:00:00,13.0,11.2,89.0,0.0,,49.0,11.9,,1015.0,,2.0
74410,2024-09-20 11:00:00,15.0,13.4,90.0,0.0,,40.0,6.0,,1016.0,,3.0
74410,2024-09-20 12:00:00,16.1,13.9,87.0,0.0,,0.0,0.0,,1016.0,,3.0
74410,2024-09-20 13:00:00,20.6,14.9,70.0,0.0,,60.0,14.8,,1014.3,,2.0
74410,2024-09-20 14:00:00,18.9,14.0,73.0,0.0,,60.0,18.4,,1014.7,,2.0
74410,2024-09-20 15:00:00,20.6,14.0,66.0,0.0,,65.0,9.4,,1014.6,,3.0
74410,2024-09-20 16:00:00,20.0,13.9,68.0,0.0,,20.0,9.0,,1016.0,,3.0
74410,2024-09-20 17:00:00,21.1,14.5,66.0,0.0,,50.0,11.2,,1016.0,,3.0
74410,2024-09-20 18:00:00,21.7,14.4,63.0,0.0,,50.0,7.6,,1013.5,,3.0
74410,2024-09-20 19:00:00,22.2,15.1,64.0,0.0,,80.0,7.6,,1013.6,,3.0
74410,2024-09-20 20:00:00,22.8,13.8,57.0,0.0,,60.0,14.8,,1013.5,,3.0
74410,2024-09-20 21:00:00,20.6,14.0,66.0,0.0,,90.0,9.4,,1014.2,,3.0
74410,2024-09-20 22:00:00,19.0,13.4,70.0,0.0,,82.0,10.1,,1017.0,,2.0
74410,2024-09-20 23:00:00,17.8,13.3,75.0,0.0,,70.0,11.2,,1015.1,,2.0
74410,2024-09-21 00:00:00,16.7,13.2,80.0,0.0,,70.0,7.6,,1015.1,,2.0
74410,2024-09-21 01:00:00,17.2,13.3,78.0,0.0,,90.0,13.0,,1015.2,,2.0
74410,2024-09-21 02:00:00,16.1,13.4,84.0,0.0,,80.0,7.6,,1015.4,,3.0
74410,2024-09-21 03:00:00,16.1,13.4,84.0,0.0,,60.0,9.4,,1015.2,,2.0
74410,2024-09-21 04:00:00,16.0,13.3,84.0,0.0,,60.0,9.0,,1017.0,,2.0
74410,2024-09-21 05:00:00,16.1,12.8,81.0,0.0,,80.0,11.2,,1015.3,,2.0
74410,2024-09-21 06:00:00,15.6,12.2,80.0,0.0,,60.0,7.6,,1015.3,,2.0
74410,2024-09-21 07:00:00,16.0,12.6,80.0,0.0,,20.0,11.0,,1018.0,,2.0
74410,2024-09-21 08:00:00,15.0,12.1,83.0,0.0,,50.0,11.2,,1014.9,,1.0
74410,2024-09-21 09:00:00,14.4,11.2,81.0,0.0,,62.0,7.6,,1015.4,,2.0
74410,2024-09-21 10:00:00,13.3,10.7,84.0,0.0,,30.0,5.4,,1015.8,,1.0
74410,2024-09-21 11:00:00,13.9,11.8,87.0,0.0,,60.0,5.4,,1016.2,,3.0
74410,2024-09-21 12:00:00,15.0,11.2,78.0,0.0,,60.0,11.0,,1018.0,,3.0
74410,2024-09-21 13:00:00,17.2,11.0,67.0,0.0,,60.0,18.4,,1016.0,,3.0
74410,2024-09-21 14:00:00,18.9,10.7,59.0,0.0,,70.0,14.8,,1015.6,,3.0
74410,2024-09-21 15:00:00,20.0,10.7,55.0,0.0,,50.0,14.8,,1015.0,,3.0
74410,2024-09-21 16:00:00,19.4,11.7,61.0,0.0,,60.0,11.2,,1014.7,,3.0
74410,2024-09-21 17:00:00,22.0,12.0,53.0,0.0,,50.0,13.0,,1016.0,,3.0
74410,2024-09-21 18:00:00,20.6,10.1,51.0,0.0,,40.0,9.4,,1013.8,,3.0
74410,2024-09-21 19:00:00,21.1,10.0,49.0,0.0,,50.0,14.8,,1013.8,,3.0
74410,2024-09-21 20:00:00,20.0,11.2,57.0,0.0,,110.0,11.2,,1013.8,,3.0
74410,2024-09-21 21:00:00,19.0,11.8,63.0,0.0,,110.0,9.0,,1016.0,,3.0
74410,2024-09-21 22:00:00,16.7,11.6,72.0,0.0,,100.0,7.6,,1014.5,,3.0
74410,2024-09-21 23:00:00,15.6,11.2,75.0,0.0,,100.0,13.0,,1014.9,,3.0
74410,2024-09-22 00:00:00,13.9,10.7,81.0,0.0,,99.0,5.4,,1015.4,,1.0
74410,2024-09-22 01:00:00,12.8,10.0,83.0,0.0,,80.0,7.6,,1015.5,,1.0
74410,2024-09-22 02:00:00,12.0,9.7,86.0,0.0,,60.0,13.0,,1017.0,,1.0
74410,2024-09-22 03:00:00,12.2,9.9,86.0,0.0,,0.0,0.0,,1015.4,,1.0
74410,2024-09-22 04:00:00,11.7,9.9,89.0,0.0,,0.0,0.0,,1014.9,,1.0
74410,2024-09-22 05:00:00,11.1,9.4,89.0,0.0,,0.0,0.0,,1015.0,,1.0
74410,2024-09-22 06:00:00,10.0,8.9,93.0,0.0,,0.0,0.0,,1014.7,,3.0
74410,2024-09-22 07:00:00,11.0,9.7,92.0,0.0,,80.0,10.4,,1016.0,,3.0
74410,2024-09-22 08:00:00,9.4,8.9,97.0,0.0,,0.0,0.0,,1014.9,,3.0
74410,2024-09-22 09:00:00,10.0,8.9,93.0,0.0,,0.0,0.0,,1015.4,,3.0
74410,2024-09-22 10:00:00,10.0,8.9,93.0,0.0,,0.0,0.0,,1016.3,,3.0
74410,2024-09-22 11:00:00,11.7,10.6,93.0,0.0,,0.0,0.0,,1016.3,,3.0
74410,2024-09-22 12:00:00,14.0,10.8,81.0,0.0,,76.0,6.0,,1018.0,,3.0
74410,2024-09-22 13:00:00,14.4,10.6,78.0,0.0,,70.0,9.4,,1016.8,,1.0
74410,2024-09-22 14:00:00,17.2,10.6,65.0,0.0,,80.0,13.0,,1016.3,,1.0
74410,2024-09-22 15:00:00,18.3,9.9,58.0,0.0,,60.0,9.4,,1016.0,,2.0
74410,2024-09-22 16:00:00,18.9,9.9,56.0,0.0,,90.0,7.6,,1015.8,,3.0
74410,2024-09-22 17:00:00,18.3,10.6,61.0,0.0,,120.0,14.8,,1015.8,,3.0
74410,2024-09-22 18:00:00,19.0,10.5,58.0,0.0,,75.0,10.4,,1016.5,,3.0
74410,2024-09-22 19:00:00,19.0,10.8,59.0,0.0,,80.0,10.1,,1016.3,,3.0
74410,2024-09-22 20:00:00,18.7,10.8,60.0,0.0,,85.0,11.5,,1016.5,,3.0
74410,2024-09-22 21:00:00,18.1,10.5,61.0,0.0,,90.0,11.5,,1016.3,,3.0
74410,2024-09-22 22:00:00,17.1,10.5,65.0,0.0,,98.0,9.7,,1016.6,,1.0
74410,2024-09-22 23:00:00,15.0,10.0,72.0,0.0,,102.0,12.6,,1016.8,,1.0
74410,2024-09-23 00:00:00,13.9,9.1,73.0,0.0,,108.0,14.8,,1017.6,,2.0
74410,2024-09-23 01:00:00,13.9,9.1,73.0,0.0,,106.0,14.0,,1018.6,,1.0
74410,2024-09-23 02:00:00,13.3,9.0,75.0,0.0,,95.0,15.5,,1018.7,,3.0
74410,2024-09-23 03:00:00,12.6,8.7,77.0,0.0,,96.0,14.4,,1018.9,,3.0
74410,2024-09-23 04:00:00,12.2,8.7,79.0,0.0,,91.0,14.8,,1019.0,,3.0
74410,2024-09-23 05:00:00,8.9,7.2,89.0,0.0,,0.0,0.0,,1017.6,,3.0
74410,2024-09-23 06:00:00,7.8,6.7,93.0,0.0,,0.0,0.0,,1017.4,,3.0
74410,2024-09-23 07:00:00,8.0,6.9,93.0,0.0,,92.0,13.3,,1019.0,,3.0
74410,2024-09-23 08:00:00,7.8,6.7,93.0,0.0,,0.0,0.0,,1017.4,,3.0
74410,2024-09-23 09:00:00,8.0,6.3,89.0,0.0,,92.0,12.2,,1019.0,,2.0
74410,2024-09-23 10:00:00,6.7,6.1,96.0,0.0,,20.0,5.4,,1018.1,,3.0
74410,2024-09-23 11:00:00,8.9,7.8,93.0,0.0,,0.0,0.0,,1018.0,,3.0
74410,2024-09-23 12:00:00,11.0,8.7,86.0,0.0,,30.0,9.0,,1019.0,,3.0
74410,2024-09-23 13:00:00,13.9,8.9,72.0,0.0,,50.0,7.6,,1018.3,,3.0
74410,2024-09-23 14:00:00,15.6,8.3,62.0,0.0,,100.0,13.0,,1018.1,,3.0
74410,2024-09-23 15:00:00,15.6,8.3,62.0,0.0,,110.0,13.0,,1018.0,,3.0
74410,2024-09-23 16:00:00,16.1,8.3,60.0,0.0,,110.0,7.6,,1017.5,,3.0
74410,2024-09-23 17:00:00,17.0,9.2,60.0,0.0,,120.0,11.0,,1018.0,,3.0
74410,2024-09-23 18:00:00,16.1,8.3,60.0,0.0,,120.0,16.6,,1017.1,,3.0
74410,2024-09-23 19:00:00,16.1,8.3,60.0,0.0,,120.0,14.8,,1017.2,,3.0
74410,2024-09-23 20:00:00,16.1,8.8,62.0,0.0,,110.0,7.6,,1017.1,,3.0
74410,2024-09-23 21:00:00,15.0,8.2,64.0,0.0,,110.0,11.0,,1019.0,,3.0
74410,2024-09-23 22:00:00,13.9,8.9,72.0,0.0,,110.0,9.4,,1018.0,,3.0
74410,2024-09-23 23:00:00,13.3,9.0,75.0,0.0,,110.0,9.4,,1018.6,,3.0
74410,2024-09-24 00:00:00,12.8,9.4,80.0,0.0,,120.0,5.4,,1018.4,,3.0
74410,2024-09-24 01:00:00,12.2,9.4,83.0,0.0,,100.0,7.6,,1018.7,,3.0
74410,2024-09-24 02:00:00,12.0,9.2,83.0,0.0,,104.0,12.2,,1020.0,,1.0
74410,2024-09-24 03:00:00,10.6,8.9,89.0,0.0,,70.0,7.6,,1019.0,,3.0
74410,2024-09-24 04:00:00,10.0,8.9,93.0,0.0,,98.0,10.4,,1020.0,,3.0
74410,2024-09-24 05:00:00,9.4,8.3,93.0,0.0,,0.0,0.0,,1019.4,,3.0
74410,2024-09-24 06:00:00,8.0,7.6,97.0,0.0,,96.0,10.8,,1020.0,,1.0
74410,2024-09-24 07:00:00,8.3,7.2,93.0,0.0,,0.0,0.0,,1019.1,,2.0
74410,2024-09-24 08:00:00,7.2,6.8,97.0,0.0,,0.0,0.0,,1019.7,,3.0
74410,2024-09-24 09:00:00,6.7,5.6,93.0,0.0,,0.0,0.0,,1020.1,,5.0
74410,2024-09-24 10:00:00,7.2,6.8,97.0,0.0,,0.0,0.0,,1020.6,,3.0
74410,2024-09-24 11:00:00,8.9,7.2,89.0,0.0,,40.0,7.6,,1020.9,,3.0
74410,2024-09-24 12:00:00,12.0,9.2,83.0,0.0,,60.0,9.0,,1022.0,,3.0
74410,2024-09-24 13:00:00,12.8,8.9,77.0,0.0,,80.0,5.4,,1021.1,,3.0
74410,2024-09-24 14:00:00,14.4,8.3,67.0,0.0,,106.0,9.4,,1020.8,,3.0
74410,2024-09-24 15:00:00,15.6,7.9,60.0,0.0,,130.0,18.4,,1020.6,,3.0
74410,2024-09-24 16:00:00,18.0,9.1,56.0,0.0,,130.0,17.0,,1022.0,,3.0
74410,2024-09-24 17:00:00,16.7,8.4,58.0,0.0,,118.0,11.2,,1020.2,,3.0
74410,2024-09-24 18:00:00,15.6,7.9,60.0,0.0,,140.0,13.0,,1020.4,,3.0
74410,2024-09-24 19:00:00,16.0,8.2,60.0,0.0,,110.0,15.0,,1021.0,,3.0
74410,2024-09-24 20:00:00,15.6,8.3,62.0,0.0,,110.0,11.2,,1019.9,,3.0
74410,2024-09-24 21:00:00,15.0,8.9,67.0,0.0,,110.0,11.0,,1021.0,,3.0
74410,2024-09-24 22:00:00,13.9,8.9,72.0,0.0,,120.0,5.4,,1020.7,,2.0
74410,2024-09-24 23:00:00,13.0,9.1,77.0,0.0,,70.0,6.0,,1021.0,,3.0
74410,2024-09-25 00:00:00,13.3,9.4,77.0,0.0,,110.0,7.6,,1020.7,,3.0
74410,2024-09-25 01:00:00,12.8,9.4,80.0,0.0,,100.0,11.2,,1021.0,,3.0
74410,2024-09-25 02:00:00,13.0,9.1,77.0,0.0,,110.0,11.0,,1022.0,,3.0
74410,2024-09-25 03:00:00,12.8,8.9,77.0,0.0,,0.0,0.0,,1022.0,,3.0
74410,2024-09-25 04:00:00,12.0,9.2,83.0,0.0,,100.0,9.0,,1022.0,,3.0
74410,2024-09-25 05:00:00,12.2,8.9,80.0,0.0,,90.0,13.0,,1020.2,,3.0
74410,2024-09-25 06:00:00,12.0,8.7,80.0,0.0,,130.0,15.0,,1022.0,,3.0
74410,2024-09-25 07:00:00,12.2,8.3,77.0,0.0,,110.0,11.2,,1022.0,,3.0
74410,2024-09-25 08:00:00,11.7,8.4,80.0,0.0,,118.0,5.4,,1020.3,,3.0
74410,2024-09-25 09:00:00,12.0,8.7,80.0,0.0,,100.0,11.0,,1022.0,,3.0
74410,2024-09-25 10:00:00,11.0,9.3,89.0,0.0,,114.0,13.3,,1022.0,,3.0
74410,2024-09-25 11:00:00,11.1,10.0,93.0,0.0,,80.0,5.4,,1021.4,,3.0
74410,2024-09-25 12:00:00,12.0,10.2,89.0,0.0,,70.0,6.0,,1023.0,,3.0
74410,2024-09-25 13:00:00,12.0,9.7,86.0,0.0,,110.0,7.0,,1024.0,,3.0
74410,2024-09-25 14:00:00,12.2,10.6,90.0,0.0,,80.0,5.4,,1023.0,,3.0
74410,2024-09-25 15:00:00,14.4,10.6,78.0,0.0,,120.0,14.8,,1021.4,,3.0
74410,2024-09-25 16:00:00,14.0,9.6,75.0,0.0,,100.0,11.0,,1023.0,,3.0
74410,2024-09-25 17:00:00,14.4,10.0,75.0,0.0,,110.0,14.8,,1021.1,,3.0
74410,2024-09-25 18:00:00,15.0,10.6,75.0,0.0,,120.0,14.8,,1020.9,,3.0
74410,2024-09-25 19:00:00,15.0,10.6,75.0,0.0,,100.0,14.8,,1020.5,,3.0
74410,2024-09-25 20:00:00,14.4,10.6,78.0,0.0,,150.0,9.4,,1020.5,,3.0
74410,2024-09-25 21:00:00,14.0,11.9,87.0,0.0,,90.0,7.0,,1022.0,,3.0
74410,2024-09-25 22:00:00,13.3,11.7,90.0,0.0,,60.0,5.4,,1020.8,,3.0
74410,2024-09-25 23:00:00,13.3,12.2,93.0,0.0,,0.0,0.0,,1021.0,,3.0
74410,2024-09-26 00:00:00,13.2,12.1,93.0,0.2,,141.0,13.7,,1021.3,,7.0
74410,2024-09-26 01:00:00,13.0,12.2,95.0,0.2,,140.0,13.0,,1021.9,,7.0
74410,2024-09-26 02:00:00,12.8,12.2,96.0,0.3,,148.0,13.3,,1022.1,,8.0
74410,2024-09-26 03:00:00,12.8,12.2,96.0,0.0,,145.0,14.4,,1021.8,,3.0
74410,2024-09-26 04:00:00,12.7,11.9,95.0,0.0,,138.0,14.8,,1021.2,,3.0
74410,2024-09-26 05:00:00,12.9,12.3,96.0,0.0,,138.0,13.3,,1021.2,,3.0
74410,2024-09-26 06:00:00,13.1,12.6,97.0,0.0,,134.0,13.7,,1020.7,,3.0
74410,2024-09-26 07:00:00,13.2,12.9,98.0,0.0,,134.0,15.1,,1020.2,,3.0
74410,2024-09-26 08:00:00,13.4,13.1,98.0,0.0,,139.0,14.8,,1019.7,,3.0
74410,2024-09-26 09:00:00,13.5,13.3,99.0,0.0,,140.0,15.1,,1019.4,,3.0
74410,2024-09-26 10:00:00,13.7,13.5,99.0,0.6,,143.0,15.8,,1018.9,,8.0
74410,2024-09-26 11:00:00,14.0,13.8,99.0,0.4,,147.0,18.0,,1018.5,,8.0
74410,2024-09-26 12:00:00,14.4,14.4,100.0,0.2,,149.0,16.9,,1018.1,,7.0
74410,2024-09-26 13:00:00,15.2,14.9,98.0,0.3,,151.0,17.3,,1017.9,,8.0
74410,2024-09-26 14:00:00,15.4,15.4,100.0,0.9,,153.0,16.9,,1017.9,,8.0
74410,2024-09-26 15:00:00,15.9,15.9,100.0,3.4,,166.0,15.8,,1017.8,,9.0
74410,2024-09-26 16:00:00,16.1,16.1,100.0,4.7,,175.0,14.8,,1017.2,,9.0
74410,2024-09-26 17:00:00,16.5,16.5,100.0,4.8,,180.0,14.0,,1016.6,,9.0
74410,2024-09-26 18:00:00,17.1,17.1,100.0,9.4,,212.0,10.8,,1015.8,,9.0
74410,2024-09-26 19:00:00,17.2,17.2,100.0,8.9,,314.0,7.9,,1015.2,,9.0
74410,2024-09-26 20:00:00,17.2,17.0,99.0,2.2,,261.0,6.8,,1014.8,,9.0
74410,2024-09-26 21:00:00,17.6,17.6,100.0,0.3,,266.0,8.3,,1015.1,,8.0
74410,2024-09-26 22:00:00,17.3,17.3,100.0,0.9,,288.0,10.4,,1015.5,,8.0
74410,2024-09-26 23:00:00,16.8,16.8,100.0,4.7,,298.0,9.0,,1015.7,,9.0
74410,2024-09-27 00:00:00,16.4,16.4,100.0,0.4,,278.0,8.3,,1016.1,,8.0
KAQW0,2024-09-17 00:00:00,13.9,11.9,87.0,0.0,,0.0,0.0,,1025.9,,1.0
KAQW0,2024-09-17 01:00:00,13.0,11.4,90.0,0.0,,138.0,5.8,,1026.0,,1.0
KAQW0,2024-09-17 02:00:00,12.2,10.9,93.0,0.0,,0.0,0.0,,1025.9,,1.0
KAQW0,2024-09-17 03:00:00,10.6,10.4,96.0,0.0,,0.0,0.0,,1025.8,,3.0
KAQW0,2024-09-17 04:00:00,10.6,9.7,92.0,0.0,,0.0,0.0,,1025.6,,3.0
KAQW0,2024-09-17 05:00:00,10.0,8.9,93.0,0.0,,0.0,0.0,,1025.8,,3.0
KAQW0,2024-09-17 06:00:00,10.0,8.9,93.0,0.0,,167.0,7.6,,1026.0,,3.0
KAQW0,2024-09-17 07:00:00,10.0,8.9,93.0,0.0,,0.0,0.0,,1025.4,,3.0
KAQW0,2024-09-17 08:00:00,9.4,8.5,97.0,0.0,,0.0,0.0,,1025.3,,3.0
KAQW0,2024-09-17 09:00:00,8.9,8.4,96.0,0.0,,0.0,0.0,,1025.5,,3.0
KAQW0,2024-09-17 10:00:00,8.9,8.4,96.0,0.0,,0.0,0.0,,1026.1,,3.0
KAQW0,2024-09-17 11:00:00,11.1,9.9,93.0,0.0,,0.0,0.0,,1026.1,,3.0
KAQW0,2024-09-17 12:00:00,14.0,11.9,87.0,0.0,,79.0,4.3,,1026.0,,3.0
KAQW0,2024-09-17 13:00:00,16.7,12.5,75.0,0.0,,0.0,0.0,,1025.3,,3.0
KAQW0,2024-09-17 14:00:00,19.4,11.8,63.0,0.0,,0.0,0.0,,1024.7,,3.0
KAQW0,2024-09-17 15:00:00,22.0,12.5,55.0,0.0,,8.0,2.2,,1024.0,,3.0
KAQW0,2024-09-17 16:00:00,23.9,13.5,52.0,0.0,,210.0,5.4,,1023.7,,3.0
KAQW0,2024-09-17 17:00:00,26.1,14.5,49.0,0.0,,0.0,0.0,,1022.8,,3.0
KAQW0,2024-09-17 18:00:00,27.8,10.7,34.0,0.0,,0.0,0.0,,1022.0,,3.0
KAQW0,2024-09-17 19:00:00,27.2,14.4,46.0,0.0,,164.0,5.5,,1021.6,,3.0
KAQW0,2024-09-17 20:00:00,26.7,15.4,49.0,0.0,,100.0,9.3,,1021.5,,3.0
KAQW0,2024-09-17 21:00:00,22.0,16.9,73.0,0.0,,150.0,6.0,,1022.0,,3.0
KAQW0,2024-09-17 22:00:00,20.0,15.0,73.0,0.0,,0.0,0.0,,1021.9,,3.0
KAQW0,2024-09-17 23:00:00,17.2,14.3,84.0,0.0,,0.0,0.0,,1022.4,,3.0
KAQW0,2024-09-18 00:00:00,15.0,13.4,90.0,0.0,,0.0,0.0,,1022.3,,3.0
