"Time (UTC)","Barometric Pressure (mbar)","Temperature (degrees F)","Dewpoint (degrees F)","Relative Humidity (%)","Wind speed (mph)","Wind direction (degrees)","Analysis Barometric Pressure (mbar)","Analysis Temperature (degrees F)","Analysis Dewpoint (degrees F)","Analysis Relative Humidity (%)","Analysis Wind speed (mph)","Analysis Wind direction (degrees)"
2024-09-18 02:15:00,1020.40,60.0,52.0,74,0,,,,,,,
2024-09-18 02:30:00,1020.50,60.0,52.4,75,0,,,,,,,
2024-09-18 02:45:00,1020.50,59.0,51.1,74,0,,,,,,,
2024-09-18 03:00:00,1020.50,59.0,51.4,75,0,,,,,,,
2024-09-18 03:15:00,1020.60,59.0,51.4,75,0,,,,,,,
2024-09-18 03:30:00,1020.60,58.0,50.5,76,0,,,,,,,
2024-09-18 03:45:00,1020.50,58.0,50.5,76,0,,,,,,,
2024-09-18 04:00:00,1020.50,58.0,50.8,77,0,,,,,,,
2024-09-18 04:10:00,1020.40,58.0,51.2,78,0,,,,,,,
2024-09-18 04:31:00,1020.50,57.0,50.2,78,0,,,,,,,
2024-09-18 04:45:00,1020.50,57.0,49.9,76,0,,,,,,,
2024-09-18 05:01:00,1020.60,56.0,48.9,76,0,,,,,,,
2024-09-18 05:15:00,1020.40,56.0,49.2,78,0,,,,,,,
2024-09-18 05:30:00,1020.40,56.0,49.6,79,0,,,,,,,
2024-09-18 05:41:00,1020.40,56.0,49.6,79,0,,,,,,,
2024-09-18 06:00:00,1020.20,55.0,48.6,79,0,,,,,,,
2024-09-18 06:15:00,1020.00,55.0,48.6,79,0,,,,,,,
2024-09-18 06:30:00,1019.90,55.0,48.6,79,0,,,,,,,
2024-09-18 06:45:00,1019.90,54.0,47.6,78,0,,,,,,,
2024-09-18 07:00:00,1019.80,54.0,47.6,78,0,,,,,,,
2024-09-18 07:15:00,1019.80,53.0,46.7,78,0,,,,,,,
2024-09-18 07:30:00,1019.70,53.0,47.0,80,0,,,,,,,
2024-09-18 07:45:00,1019.70,53.0,47.0,80,0,,,,,,,
2024-09-18 08:00:00,1019.50,53.0,47.0,80,0,,,,,,,
2024-09-18 08:15:00,1019.60,53.0,47.0,80,0,,,,,,,
2024-09-18 08:30:00,1019.50,53.0,47.0,80,0,,,,,,,
2024-09-18 08:45:00,1019.70,53.0,47.0,80,0,,,,,,,
2024-09-18 09:00:00,1019.50,53.0,47.3,81,0,,,,,,,
2024-09-18 09:15:00,1019.20,53.0,48.3,83,0,,,,,,,
2024-09-18 09:30:00,1019.20,53.0,47.3,81,0,,,,,,,
2024-09-18 09:45:00,1019.20,53.0,47.6,81,0,,,,,,,
2024-09-18 10:00:00,1019.10,53.0,47.6,81,0,,,,,,,
2024-09-18 10:15:00,1019.10,53.0,48.0,83,0,,,,,,,
2024-09-18 10:30:00,1019.20,54.0,49.0,82,0,,,,,,,
2024-09-18 10:45:00,1019.20,53.0,48.0,83,0,,,,,,,
2024-09-18 11:00:00,1019.30,54.0,49.0,82,0,,,,,,,
2024-09-18 11:15:00,1019.30,55.0,50.2,83,0,,,,,,,
2024-09-18 11:30:00,1019.40,56.0,51.2,83,0,,,,,,,
2024-09-18 11:45:00,1019.40,57.0,52.2,83,0,,,,,,,
2024-09-18 12:00:00,1019.40,58.0,53.5,84,0,,,,,,,
2024-09-18 12:15:00,1019.50,58.0,53.5,84,0,,,,,,,
2024-09-18 12:30:00,1019.60,59.0,54.5,84,0,,,,,,,
2024-09-18 12:45:00,1019.60,59.0,54.5,84,0,,,,,,,
2024-09-18 13:00:00,1019.40,60.0,55.5,84,0,,,,,,,
2024-09-18 13:15:00,1019.40,60.0,55.5,84,0,,,,,,,
2024-09-18 13:30:00,1019.50,60.0,55.5,84,0,,,,,,,
